City,Locality,Restaurants,Avg_Rating,Avg_PriceRange
Abu Dhabi,Najda,3,4.1000000000000005,2.6666666666666665
Abu Dhabi,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",2,4.6,4.0
Abu Dhabi,Al Dhafrah,2,4.35,2.5
Abu Dhabi,"Al Wahda Mall, Al Wahda",2,4.35,4.0
Abu Dhabi,"World Trade Center Mall, Al Markaziya",2,4.45,4.0
Abu Dhabi,Al Mushrif,1,4.2,3.0
Abu Dhabi,"Crowne Plaza Abu Dhabi, Al Markaziya",1,4.4,4.0
Abu Dhabi,"Dalma Mall, Mussafah Sanaiya",1,4.0,3.0
Abu Dhabi,Madinat Zayed,1,3.6,2.0
Abu Dhabi,"Madinat Zayed Shopping Centre, Madinat Zayed ",1,4.5,3.0
Abu Dhabi,"Mushrif Mall, Al Mushrif",1,4.0,4.0
Abu Dhabi,Mussafah Sanaiya,1,4.0,2.0
Abu Dhabi,"Venetian Village, Al Maqtaa",1,4.9,4.0
Abu Dhabi,"Yas Mall, Yas Island",1,4.6,4.0
Agra,Tajganj,8,4.05,2.375
Agra,Agra Cantt,3,3.6666666666666665,2.3333333333333335
Agra,Civil Lines,2,4.1,2.5
Agra,"ITC Mughal, Tajganj",2,4.15,4.0
Agra,"Radisson Blu, Tajganj",2,3.8499999999999996,2.5
Agra,"Courtyard by Marriott Agra, Tajganj",1,4.0,4.0
Agra,Khandari,1,3.6,3.0
Agra,Rakabganj,1,4.1,2.0
Ahmedabad,Bodakdev,5,4.34,2.4
Ahmedabad,Ellis Bridge,2,4.5,2.0
Ahmedabad,Gurukul,2,4.05,2.0
Ahmedabad,Navrangpura,2,4.2,2.0
Ahmedabad,Vastrapur,2,3.95,2.5
Ahmedabad,Ambavadi,1,4.2,3.0
Ahmedabad,Ashram Road,1,3.7,4.0
Ahmedabad,C G Road,1,3.8,3.0
Ahmedabad,"Courtyard By Marriott, Satellite",1,3.6,3.0
Ahmedabad,Ghatlodia,1,4.3,3.0
Ahmedabad,Prahlad Nagar,1,4.5,3.0
Ahmedabad,Thaltej,1,4.1,3.0
Ahmedabad,"The Fern, Sola",1,4.1,3.0
Albany,Albany,19,3.5631578947368423,1.736842105263158
Albany,Sylvester,1,3.4,1.0
Allahabad,Civil Lines,18,3.3944444444444444,2.6666666666666665
Allahabad,Tagore Town,1,3.5,2.0
Allahabad,"Vinayak City Centre Mall, Civil Lines",1,3.3,3.0
Amritsar,Town Hall,7,3.7714285714285714,1.8571428571428572
Amritsar,Ranjit Avenue,5,3.56,2.0
Amritsar,INA Colony,3,3.5,1.6666666666666667
Amritsar,White Avenue,3,3.7999999999999994,2.0
Amritsar,Basant Nagar,2,3.65,1.5
Amritsar,Hathi Gate,1,4.0,1.0
Ankara,Gazi Osman Paï¿½ï¿½a,3,4.466666666666667,3.6666666666666665
Ankara,Balgat,2,4.4,3.0
Ankara,KÛ±zÛ±lay,2,4.0,3.0
Ankara,Kï¿½_ï¿½_ï¿½_k Esat,2,4.5,2.0
Ankara,"Armada AVM, Sï¿½_ï¿½ï¿½ï¿½_tï¿½_zï¿½_, Yenimahalle",1,4.2,3.0
Ankara,Dikmen,1,4.5,3.0
Ankara,Emek,1,4.4,3.0
Ankara,KavaklÛ±dere,1,4.3,3.0
Ankara,"Kentpark AVM, ï¿½ï¿½niversiteler, ï¿½ankaya",1,4.2,3.0
Ankara,Macunkï¿½_y,1,4.3,2.0
Ankara,Maltepe,1,4.4,3.0
Ankara,YÛ±ldÛ±zevler,1,4.7,2.0
Ankara,ï¿½ayyolu,1,4.3,2.0
Ankara,ï¿½ukurambar,1,3.4,2.0
Ankara,ï¿½ï¿½mitkï¿½_y,1,4.2,3.0
Armidale,Armidale,1,3.5,2.0
Athens,Athens,20,4.2,1.6
Auckland,Britomart,3,4.566666666666666,2.3333333333333335
Auckland,Mt Eden,3,4.166666666666667,3.0
Auckland,Federal Street,2,4.699999999999999,3.5
Auckland,Balmoral,1,4.3,2.0
Auckland,Fort Street,1,4.9,1.0
Auckland,Henderson,1,4.5,3.0
Auckland,Lorne Street,1,4.2,4.0
Auckland,Mission Bay,1,2.3,4.0
Auckland,Mt Albert,1,4.4,3.0
Auckland,Newmarket,1,3.5,4.0
Auckland,Parnell,1,4.0,3.0
Auckland,Penrose,1,4.5,3.0
Auckland,"Sky City Metro, Auckland CBD",1,4.0,3.0
Auckland,"The Langham Hotel, Auckland CBD",1,4.7,4.0
Auckland,Wynyard Quarter,1,4.6,4.0
Augusta,Augusta,15,4.14,2.2666666666666666
Augusta,Evans,4,4.075,2.0
Augusta,Grovetown,1,4.2,1.0
Aurangabad,CIDCO,7,3.3285714285714287,2.2857142857142856
Aurangabad,Nirala Bazar,4,3.425,2.0
Aurangabad,Usmanpura,2,3.3,2.0
Aurangabad,Akashwani,1,3.6,3.0
Aurangabad,Chicalthana,1,3.3,3.0
Aurangabad,"Hotel Green Olive, Nirala Bazar",1,3.6,3.0
Aurangabad,Mondha,1,3.5,1.0
Aurangabad,Nyay Nagar,1,3.2,2.0
Aurangabad,"Prozone Mall, Chicalthana",1,3.4,2.0
Aurangabad,Shahgunj,1,3.3,2.0
Balingup,Balingup,1,3.2,2.0
Bandung,Dago,1,4.2,3.0
Bangalore,Indiranagar,6,4.316666666666666,3.0
Bangalore,Koramangala 5th Block,3,4.5,2.3333333333333335
Bangalore,Marathahalli,2,4.5,3.0
Bangalore,Sarjapur Road,2,4.2,3.0
Bangalore,"BluPetal Hotel, Koramangala",1,4.1,3.0
Bangalore,JP Nagar,1,4.6,2.0
Bangalore,Koramangala 6th Block,1,4.3,1.0
Bangalore,Koramangala 7th Block,1,4.5,3.0
Bangalore,New BEL Road,1,4.6,2.0
Bangalore,Residency Road,1,4.2,3.0
Bangalore,UB City,1,4.4,3.0
Beechworth,Beechworth,1,4.6,2.0
Bhopal,Arera Colony,5,3.94,1.6
Bhopal,Maharana Pratap Nagar,5,3.84,2.0
Bhopal,"DB City, Maharana Pratap Nagar",3,4.033333333333333,2.6666666666666665
Bhopal,TT Nagar,3,4.0,2.3333333333333335
Bhopal,Gulmohar Colony,1,3.8,2.0
Bhopal,Kohefiza,1,3.8,2.0
Bhopal,Peer Gate Area,1,4.1,2.0
Bhopal,Sayaji Hotel,1,4.3,4.0
Bhubaneshwar,Patia,9,3.888888888888889,1.4444444444444444
Bhubaneshwar,Chandrasekharpur,4,4.25,2.25
Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",2,4.0,2.0
Bhubaneshwar,Sahid Nagar,2,4.0,2.0
Bhubaneshwar,Gajapati Nagar,1,3.7,2.0
Bhubaneshwar,"Mayfair Lagoon, Jayadev Vihar",1,4.1,3.0
Bhubaneshwar,"The Crown, Nayapalli",1,4.3,3.0
Bhubaneshwar,Unit 4,1,3.5,1.0
Birmingham,"Bullring Shopping Centre, Southside",3,3.8333333333333335,2.3333333333333335
Birmingham,City Centre,2,4.4,3.0
Birmingham,Moseley,2,4.0,2.5
Birmingham,Alum Rock,1,2.8,1.0
Birmingham,Brindleyplace,1,3.7,1.0
Birmingham,"Brindleyplace, Broad Street",1,4.0,3.0
Birmingham,Colmore Business District,1,4.5,4.0
Birmingham,Digbeth,1,3.8,2.0
Birmingham,Edgbaston,1,4.0,3.0
Birmingham,Handsworth,1,3.6,2.0
Birmingham,Harborne,1,4.2,2.0
Birmingham,Jewellery Quarter,1,4.1,4.0
Birmingham,Small Heath,1,3.1,1.0
Birmingham,Smethwick,1,3.8,2.0
Birmingham,Sparkhill,1,3.7,3.0
Birmingham,"The Mailbox, Broad Street",1,4.0,2.0
Bogor,Bogor Timur,1,3.7,2.0
Bogor,Bogor Utara,1,4.0,3.0
Boise,Boise,18,4.266666666666667,2.0
Boise,Meridian,1,4.0,2.0
Boise,Nampa,1,4.4,3.0
Brasï¿½_lia,Asa Sul,6,3.56,2.8333333333333335
Brasï¿½_lia,Asa Norte,4,3.575,2.0
Brasï¿½_lia,ï¿½guas Claras,3,3.6666666666666665,3.6666666666666665
Brasï¿½_lia,"Brasï¿½_lia Shopping, Asa Norte",1,4.2,4.0
Brasï¿½_lia,Lago Sul,1,3.6,4.0
Brasï¿½_lia,"ParkShopping, Guarï¿½ï¿½ I",1,4.0,4.0
Brasï¿½_lia,"Pontï¿½ï¿½o Lago Sul, Lago Sul",1,3.2,4.0
Brasï¿½_lia,Setor De Clubes Esportivos Sul,1,4.9,4.0
Brasï¿½_lia,"Shopping Iguatemi, Lago Norte",1,3.3,4.0
Brasï¿½_lia,Sudoeste,1,3.6,2.0
Cape Town,CBD,3,4.1000000000000005,2.6666666666666665
Cape Town,Green Point,3,3.733333333333333,3.3333333333333335
Cape Town,Gardens,2,4.45,3.5
Cape Town,Sea Point,2,4.6,2.5
Cape Town,V & A Waterfront,2,3.9499999999999997,4.0
Cape Town,"Victoria Wharf, V & A Waterfront",2,4.25,3.5
Cape Town,Athlone,1,3.7,3.0
Cape Town,"Cavendish Square, Claremont",1,4.1,4.0
Cape Town,Claremont,1,3.9,3.0
Cape Town,De Waterkant,1,4.0,3.0
Cape Town,Newlands,1,4.5,2.0
Cape Town,"One and Only Hotel, V & A Waterfront",1,4.0,4.0
Cedar Rapids/Iowa City,Iowa City,9,4.188888888888889,2.111111111111111
Cedar Rapids/Iowa City,Cedar Rapids,8,4.125,2.0
Cedar Rapids/Iowa City,Coralville,2,3.9499999999999997,2.0
Cedar Rapids/Iowa City,Marion,1,4.7,2.0
Chandigarh,"Elante Mall, Chandigarh Industrial Area",5,4.12,3.0
Chandigarh,Sector 35,5,3.96,2.0
Chandigarh,Sector 26,2,4.4,3.0
Chandigarh,Sector 7,2,3.85,3.0
Chandigarh,Sector 8,2,4.25,2.0
Chandigarh,Chandigarh Industrial Area,1,3.7,2.0
Chandigarh,Sector 28,1,3.8,2.0
Chatham-Kent,Chatham-Kent,1,3.7,2.0
Chennai,Velachery,3,4.5,2.6666666666666665
Chennai,Anna Nagar East,2,4.1,2.0
Chennai,Nungambakkam,2,4.4,3.0
Chennai,T. Nagar,2,4.45,3.5
Chennai,Adyar,1,4.2,2.0
Chennai,Ashok Nagar,1,4.2,2.0
Chennai,"Express Avenue Mall,  Royapettah",1,4.8,3.0
Chennai,Gopalapuram,1,4.2,1.0
Chennai,Kilpauk,1,4.6,1.0
Chennai,Kotturpuram,1,4.1,3.0
Chennai,Mylapore,1,4.0,3.0
Chennai,Perungudi,1,3.8,2.0
Chennai,RA Puram,1,4.3,3.0
Chennai,Ramapuram,1,4.4,2.0
Chennai,Santhome,1,4.3,2.0
Clatskanie,Clatskanie,1,4.3,1.0
Cochrane,Cochrane,1,3.1,2.0
Coimbatore,Race Course,7,4.057142857142857,2.7142857142857144
Coimbatore,Peelamedu,5,3.9200000000000004,2.2
Coimbatore,RS Puram,2,4.25,2.5
Coimbatore,Saibaba Colony,2,4.550000000000001,2.0
Coimbatore,Gandhipuram,1,4.6,3.0
Coimbatore,Podanur,1,3.8,2.0
Coimbatore,"SMS Hotel, Peelamedu",1,4.3,1.0
Coimbatore,Town Hall,1,4.4,3.0
Colombo,"Kollupitiya, Colombo 03",7,3.914285714285714,2.857142857142857
Colombo,"Cinnamon Gardens, Colombo 07",4,3.825,3.0
Colombo,"Bambalapitiya, Colombo 04",2,2.9,2.5
Colombo,"Havelock Town, Colombo 05",2,4.15,2.5
Colombo,"Dehiwala, Colombo",1,3.5,2.0
Colombo,"Fort, Colombo 01",1,4.0,4.0
Colombo,"Old Dutch Hospital, Fort",1,4.9,4.0
Colombo,"Rajagiriya, Colombo",1,4.1,3.0
Colombo,"Slave Island, Colombo 02",1,4.1,2.0
Columbus,Columbus,19,4.010526315789474,2.1052631578947367
Columbus,Hamilton,1,4.4,3.0
Consort,Consort,1,3.0,2.0
Dalton,Dalton,8,4.0375,1.5
Dalton,Calhoun,3,4.166666666666667,1.6666666666666667
Dalton,Fort Oglethorpe,3,4.366666666666666,1.6666666666666667
Dalton,Ringgold,3,4.2,1.0
Dalton,Chatsworth,1,3.9,1.0
Dalton,LaFayette,1,3.7,1.0
Dalton,Rock Spring,1,4.1,1.0
Davenport,Davenport,15,4.092307692307693,2.0
Davenport,Bettendorf,5,4.220000000000001,2.0
Dehradun,Rajpur,5,4.18,3.4
Dehradun,Hathibarkala Salwala,3,4.0,3.3333333333333335
Dehradun,Jakhan,3,4.3999999999999995,3.0
Dehradun,Chukkuwala,2,3.7,3.0
Dehradun,Karanpur,2,3.9,3.0
Dehradun,Krishna Nagar,1,4.1,2.0
Dehradun,Malsi,1,3.9,3.0
Dehradun,"Pacific Mall, Jakhan",1,3.9,3.0
Dehradun,Paltan Bazaar,1,3.9,3.0
Dehradun,Race Course,1,3.9,2.0
Des Moines,Downtown,6,4.2,2.3333333333333335
Des Moines,Ames,2,4.7,2.0
Des Moines,Clive,2,4.05,2.0
Des Moines,East Village,2,4.5,1.5
Des Moines,West Des Moines,2,4.1,2.5
Des Moines,Beaverdale,1,4.5,3.0
Des Moines,Fairground,1,4.1,4.0
Des Moines,Greater South Side,1,4.1,1.0
Des Moines,Johnston,1,4.0,1.0
Des Moines,Kingman Place Historic District,1,4.3,2.0
Des Moines,Urbandale,1,3.8,2.0
Dicky Beach,Dicky Beach,1,3.6,1.0
Doha,Umm Ghuwailina,2,4.2,4.0
Doha,Ain Khalid,1,3.4,4.0
Doha,Al Doha Al Jadeeda,1,3.4,3.0
Doha,"Al Emadi Financial Square, Al Hilal",1,4.6,4.0
Doha,Al Ghanim,1,4.0,3.0
Doha,Al Hilal,1,4.2,4.0
Doha,Al Muntazah,1,3.8,3.0
Doha,Al Nasr,1,3.8,4.0
Doha,"Barwa Towers, Al Sadd",1,4.9,4.0
Doha,"Caravan Complex, Al Hilal",1,3.6,3.0
Doha,Fereej Bin Mahmoud,1,4.3,2.0
Doha,"Ghanem Business Center, Fereej Bin Mahmoud",1,4.0,4.0
Doha,"Hotel Intercontinental Doha, Westbay",1,3.7,4.0
Doha,"Mall of Qatar, Al Gharafa",1,4.0,4.0
Doha,Musheireb,1,3.8,3.0
Doha,Souq Waqif,1,4.7,4.0
Doha,"The Gate, Dafna",1,3.9,4.0
Doha,"The St. Regis, Westbay",1,4.4,4.0
Doha,"The Westin Doha Hotel & Spa, Fereej Bin Mahmoud",1,4.3,4.0
Dubai,"The Dubai Mall,Downtown Dubai",3,4.066666666666666,3.0
Dubai,Al Karama,2,4.199999999999999,2.0
Dubai,Al Barari,1,3.9,3.0
Dubai,Barsha 2,1,4.5,3.0
Dubai,"CITY WALK, Al Safa",1,4.5,3.0
Dubai,DIFC,1,4.9,4.0
Dubai,Deira City Centre Area,1,4.9,3.0
Dubai,Dubai Media City,1,4.8,3.0
Dubai,Festival City,1,4.5,4.0
Dubai,Jumeirah 1,1,4.5,3.0
Dubai,"Kite Beach, Umm Suqeim",1,4.3,3.0
Dubai,"Mall of the Emirates, Barsha 1",1,4.3,3.0
Dubai,Mankhool,1,4.4,3.0
Dubai,"Nassima Royal Hotel, Trade Centre Area",1,4.9,4.0
Dubai,Satwa,1,4.4,3.0
Dubai,Trade Centre Area,1,3.7,3.0
Dubai,Umm Hurair,1,4.3,3.0
Dubuque,Dubuque,20,3.535,1.9
East Ballina,East Ballina,1,4.1,2.0
Edinburgh,Old Town,9,3.933333333333333,2.5555555555555554
Edinburgh,Leith,4,4.55,3.25
Edinburgh,New Town,4,4.025,3.25
Edinburgh,Fountainbridge,1,3.9,3.0
Edinburgh,Tollcross,1,4.0,2.0
Edinburgh,"Twelve Picardy Place, New Town",1,4.2,4.0
Faridabad,Sector 15,31,3.429032258064516,1.4838709677419355
Faridabad,Sector 37,20,3.0300000000000002,1.35
Faridabad,Suraj Kund,19,2.93,1.4736842105263157
Faridabad,Sector 16,17,3.033333333333333,1.1764705882352942
Faridabad,Sector 21,14,2.925,1.1428571428571428
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",12,3.422222222222222,2.0833333333333335
Faridabad,Sector 43,11,2.95,1.3636363636363635
Faridabad,Sector 86,11,3.1727272727272724,1.7272727272727273
Faridabad,Sector 17,10,2.9222222222222225,1.6
Faridabad,Badarpur Border,9,2.8666666666666667,1.1111111111111112
Faridabad,Sector 31,9,3.033333333333333,1.2222222222222223
Faridabad,Sector 7,9,2.95,1.2222222222222223
Faridabad,Sector 10,8,2.98,1.5
Faridabad,Charmwood Village,6,2.9333333333333336,1.0
Faridabad,Sector 12,5,3.0,1.6
Faridabad,Sector 9,5,3.1,1.2
Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",4,2.925,1.75
Faridabad,NIT,4,,1.5
Faridabad,Sector 11,4,2.95,1.5
Faridabad,Sector 28,4,2.75,1.25
Faridabad,Sector 35,4,,1.25
Faridabad,Sector 46,4,3.0666666666666664,1.5
Faridabad,"Hotel Saffron Kiran, Faridabad",3,,3.0
Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",3,3.0,1.6666666666666667
Faridabad,Sector 41,3,3.0,1.6666666666666667
Faridabad,Sector 42,3,,1.3333333333333333
Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",2,2.8,1.0
Faridabad,Sector 19,2,3.15,1.5
Faridabad,Sector 29,2,3.1,1.5
Faridabad,Sector 34,2,2.7,1.5
Faridabad,"The Atrium, Suraj Kund",2,3.05,2.5
Faridabad,Badkal Lake,1,,1.0
Faridabad,Dayal Bagh,1,,1.0
Faridabad,Indraprastha Colony,1,,1.0
Faridabad,K Hotel,1,,3.0
Faridabad,"Park Plaza, Sector 21, Faridabad",1,3.0,3.0
Faridabad,"SRS Mall, Sector 12, Faridabad",1,,1.0
Faridabad,Sector 30,1,,1.0
Faridabad,Sector 49,1,,1.0
Faridabad,"Vibe by The LaLit Traveller, Mathura Road",1,3.3,3.0
Fernley,Fernley,1,3.7,1.0
Flaxton,Flaxton,1,3.5,3.0
Forrest,Forrest,1,3.7,2.0
Gainesville,Gainesville,6,4.333333333333333,1.6666666666666667
Gainesville,Dahlonega,5,4.0200000000000005,1.8
Gainesville,Helen,4,3.475,1.75
Gainesville,Flowery Branch,3,4.066666666666666,2.0
Gainesville,Braselton,1,4.4,2.0
Gainesville,Clarkesville,1,4.1,1.0
Ghaziabad,"Shipra Mall, Indirapuram",17,3.0294117647058822,2.0588235294117645
Ghaziabad,Indirapuram,5,3.325,1.2
Ghaziabad,Surya Nagar,2,3.25,1.5
Ghaziabad,Kaushambi,1,,1.0
Goa,Panaji,4,4.475,3.5
Goa,Anjuna,3,4.566666666666666,3.6666666666666665
Goa,Baga,3,4.1000000000000005,4.0
Goa,Candolim,2,4.0,3.0
Goa,"Anjuna Beach, Anjuna",1,3.5,4.0
Goa,Arambol,1,4.6,3.0
Goa,Betalbatim,1,4.4,4.0
Goa,Calangute,1,3.7,3.0
Goa,"Calangute Beach, Calangute",1,4.3,4.0
Goa,Cavelossim,1,4.6,4.0
Goa,Nerul,1,3.7,4.0
Goa,Vagator,1,4.2,4.0
Gurgaon,DLF Phase 3,69,3.201449275362319,1.434782608695652
Gurgaon,Sector 56,54,3.04,1.4074074074074074
Gurgaon,Sector 14,52,3.002222222222222,1.4230769230769231
Gurgaon,Palam Vihar,49,3.0125,1.3061224489795917
Gurgaon,Sohna Road,42,3.261904761904762,1.880952380952381
Gurgaon,"Cyber Hub, DLF Cyber City",41,3.860975609756098,2.8048780487804876
Gurgaon,Old Railway Road,41,3.091666666666667,1.4146341463414633
Gurgaon,Sector 29,38,3.892105263157895,2.8684210526315788
Gurgaon,Udyog Vihar,37,3.023076923076923,1.4864864864864864
Gurgaon,Sector 31,35,3.2,1.4285714285714286
Gurgaon,Sector 45,31,3.1533333333333333,1.3548387096774193
Gurgaon,Sushant Lok,30,3.4960000000000004,1.7666666666666666
Gurgaon,DLF Phase 1,27,3.3521739130434782,1.7777777777777777
Gurgaon,Golf Course Road,27,3.559259259259259,2.4444444444444446
Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",25,3.2181818181818183,1.64
Gurgaon,MG Road,24,3.1750000000000003,2.125
Gurgaon,"MGF Metropolitan Mall, MG Road",24,3.2416666666666667,2.125
Gurgaon,DLF Phase 4,21,3.804761904761905,2.1904761904761907
Gurgaon,Sector 17,21,3.4,1.2380952380952381
Gurgaon,Sector 39,20,3.0,1.4
Gurgaon,Ardee City,19,3.0,1.4736842105263157
Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",18,3.1944444444444446,1.7222222222222223
Gurgaon,"DLF Galleria, DLF Phase 4",17,3.5823529411764703,1.8823529411764706
Gurgaon,"Supermart 1, DLF Phase 4",17,3.7529411764705882,1.8823529411764706
Gurgaon,"Vyapar Kendra, Sushant Lok",17,3.1375,1.2941176470588236
Gurgaon,"DLF Mega Mall, DLF Phase 1",15,3.007142857142857,1.9333333333333333
Gurgaon,"DLF South Point Mall, Golf Course Road",15,3.7066666666666666,2.533333333333333
Gurgaon,"Qutab Plaza, DLF Phase 1",13,3.1076923076923078,1.5384615384615385
Gurgaon,Sector 23,12,3.2625,1.8333333333333333
Gurgaon,Sector 15,11,3.0090909090909093,1.5454545454545454
Gurgaon,"Central Plaza Mall, Golf Course Road",10,3.5,2.0
Gurgaon,DLF Phase 2,10,3.8,1.3
Gurgaon,Sector 7,10,3.2399999999999998,1.4
Gurgaon,Sector 22,9,3.0,1.0
Gurgaon,"Cross Point Mall, DLF Phase 4",8,3.9125,2.875
Gurgaon,"One Horizon Center, Golf Course Road",8,3.5625,2.5
Gurgaon,South City 2,8,2.9,1.5
Gurgaon,"DT City Centre Mall, MG Road",7,3.042857142857143,2.2857142857142856
Gurgaon,"Global Foyer Mall, Golf Course Road",7,3.642857142857143,2.7142857142857144
Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",7,3.557142857142857,1.8571428571428572
Gurgaon,Sector 21,7,3.175,1.4285714285714286
Gurgaon,"Vyapar Kendra, Palam Vihar",7,2.8333333333333335,1.1428571428571428
Gurgaon,"MGF Metropolis Mall, MG Road",6,3.1999999999999997,1.6666666666666667
Gurgaon,"Shopping Mall, DLF Phase 1",6,3.3666666666666667,1.3333333333333333
Gurgaon,DLF Cyber City,5,3.46,2.4
Gurgaon,"DT Mega Mall, DLF Phase 1",5,3.3600000000000003,2.2
Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon",5,3.4333333333333336,1.6
Gurgaon,"Ansal Plaza Mall, Palam Vihar",4,3.0,1.0
Gurgaon,DLF Phase 5,4,3.675,1.25
Gurgaon,"MGF Mega City Mall, MG Road",4,3.65,3.0
Gurgaon,"Park Plaza, Sushant Lok",4,3.5,3.75
Gurgaon,Sikandarpur,4,,1.0
Gurgaon,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",3,3.0,1.6666666666666667
Gurgaon,"Le Meridien Gurgaon, MG Road",3,3.6999999999999997,3.6666666666666665
Gurgaon,"Leisure Inn, Sector 14, Gurgaon",3,3.0,3.0
Gurgaon,Omaxe Gurgaon Mall,3,3.3666666666666667,1.6666666666666667
Gurgaon,"Raheja Mall, Sohna Road",3,2.8333333333333335,2.0
Gurgaon,Sector 12,3,3.0,2.0
Gurgaon,Sector 43,3,3.4333333333333336,1.6666666666666667
Gurgaon,Sector 8,3,3.0,1.0
Gurgaon,"The Bristol Hotel, DLF Phase 1",3,3.1666666666666665,4.0
Gurgaon,"The Westin Gurgaon, Sector 29",3,3.8666666666666667,4.0
Gurgaon,"Two Horizon Center, Golf Course Road",3,3.6666666666666665,3.0
Gurgaon," ILD Trade Centre Mall, Sohna Road",2,3.05,1.5
Gurgaon,"Ambience Mall, Gurgaon",2,4.15,3.5
Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",2,2.8499999999999996,3.5
Gurgaon,"Country Inn & Suites by Carlson, Sector 12",2,3.25,3.0
Gurgaon,"Courtyard by Marriott, Sushant Lok",2,3.2,4.0
Gurgaon,"Crowne Plaza, Sector 29",2,3.8,4.0
Gurgaon,"DLF Star Mall, Sector 30",2,4.15,3.5
Gurgaon,"DoubleTree by Hilton, Sector 56",2,3.5,4.0
Gurgaon,"Fortune Select Excalibur, Sohna Road",2,3.8,3.5
Gurgaon,"Hotel Clark Inn, Sector 15",2,2.8,3.0
Gurgaon,"Hotel Grenville, MG Road",2,2.8,2.5
Gurgaon,"Hotel Haute.Monde, Sector 15",2,2.8,3.0
Gurgaon,Hyatt Place Gurgaon,2,3.8,3.5
Gurgaon,"JMD Regent Arcade Mall, MG Road",2,3.2,3.0
Gurgaon,"Kingdom of Dreams, Sector 29",2,3.7,2.5
Gurgaon,"Ninex City Mart Mall, Sohna Road",2,3.3499999999999996,2.0
Gurgaon,Sadar Bazar,2,3.1500000000000004,1.0
Gurgaon,"Sahara Mall, MG Road",2,3.0,2.5
Gurgaon,Sector 30,2,3.9,2.5
Gurgaon,Sector 50,2,3.3,1.5
Gurgaon,Sector 54,2,3.15,2.5
Gurgaon,Sector 57,2,3.0,1.5
Gurgaon,South City 1,2,,2.0
Gurgaon,"Suncity Business Tower, Golf Course Road",2,3.95,2.5
Gurgaon,"The Habitare Hotel, Sector 14",2,3.0,2.5
